W,L,ERA,WHIP,G,GS,QS,SV,BS,HLD,IP,SO,K/9,BB/9,HR/9,GB%,LD%,FB%,FBv,NameASCII,PlayerId,MLBAMID
1,3,4.500002341,1.272727935,30,0,0,0,1,7,22,17,6.954549072,6.136366828,1.636364488,0.543859649,0.140350877,0.315789473,93.2139738,Aaron Bummer,16258,607481
0,0,4.695652016,1.173913004,10,0,0,0,0,1,7.2,10,11.73913004,0,2.347826008,0.333333333,0.19047619,0.476190476,93.21212121,Zac Rosscup,9419,573127
7,3,3.071858322,1.311378114,69,0,0,0,4,30,55.2,49,7.922160937,3.39521183,0.970060523,0.45,0.24375,0.30625,93.18552876,Taylor Rogers,13449,573124
7,2,3.87845263,1.259668376,13,10,4,0,0,0,60.1,72,10.74033036,2.535911335,1.044198785,0.49375,0.2375,0.26875,93.17965024,Luke Weaver,16918,596133
5,4,2.478261692,1.304348259,58,0,0,4,2,9,69,59,7.695654727,3.652175125,0.391304478,0.738461538,0.153846153,0.107692307,93.17605634,Scott Alexander,10591,518397
0,1,13.49999363,2.833331996,2,1,0,0,0,0,6,2,2.999998584,7.499996461,2.999998584,0.56,0.08,0.36,93.17567568,Onelki Garcia,13674,607162
0,2,6.328125943,1.546875231,6,5,0,0,0,0,21.1,20,8.437501257,4.218750629,1.687500251,0.476190476,0.222222222,0.301587301,93.15736041,Jack Flaherty,17479,656427
5,8,5.311474746,1.613114552,22,18,6,0,0,0,101.2,86,7.613113802,3.89508148,1.062294949,0.388198757,0.220496894,0.391304347,93.15653041,Daniel Norris,13475,596057
1,0,4.378380184,1.33783839,21,0,0,0,0,0,24.2,20,7.297300307,3.648650153,1.824325077,0.389610389,0.168831168,0.441558441,93.1557971,Shawn Armstrong,12857,542888
0,1,4.432836452,1.208955396,18,0,0,1,0,1,22.1,17,6.850747244,2.417910792,0.805970264,0.46875,0.1875,0.34375,93.15555556,Eduardo Paredes,16344,622161
1,2,6.333332886,1.92592579,26,0,0,0,2,3,27,18,5.999999576,4.999999647,1.333333239,0.585106382,0.180851063,0.234042553,93.14649682,Joely Rodriguez,11487,570257
2,5,4.153846459,1.370192408,12,12,6,0,0,0,69.1,76,9.865385339,4.024038757,1.557692422,0.440860215,0.220430107,0.338709677,93.14563107,Carlos Rodon,16137,607074
12,4,2.738207646,1.089622681,25,25,13,0,0,0,141.1,133,8.469339927,2.610849151,0.891509466,0.391534391,0.179894179,0.428571428,93.14237574,Chase Anderson,6895,502624
6,4,3.98201417,1.251798492,19,16,8,0,0,0,92.2,72,6.992805372,2.622302014,0.485611484,0.420289855,0.246376811,0.333333333,93.13385827,Brandon McCarthy,4662,435221
0,0,15.42856407,1.928570509,5,0,0,0,0,0,4.2,6,11.57142305,15.42856407,0,0.428571428,0.142857142,0.428571428,93.12903226,Hunter Cervenka,10510,543017
4,8,4.191335278,1.418772407,17,17,6,0,0,0,92.1,81,7.895305989,5.166064413,0.779783308,0.457831325,0.216867469,0.325301204,93.10917538,Edinson Volquez,3990,450172
0,1,7.180853322,1.787234605,29,0,0,0,1,2,31.1,44,12.63830185,6.031916791,1.723404797,0.310344827,0.195402298,0.494252873,93.10322581,Neil Ramirez,7677,519166
0,2,5.400000736,1.585714502,5,5,1,0,0,0,23.1,11,4.242857721,5.400000736,0.385714338,0.402777777,0.277777777,0.319444444,93.10232558,Julio Urias,14765,628711
4,2,4.195947027,1.358108458,52,0,0,0,2,13,49.1,45,8.209461575,5.108109425,0.547297438,0.416666666,0.136363636,0.446969696,93.09879032,Danny Farquhar,8501,543144
13,12,4.816216216,1.535135135,32,32,16,0,0,0,185,115,5.594594595,3.064864865,1.118918919,0.472580645,0.248387096,0.279032258,93.09301046,Martin Perez,6902,527048
2,7,6.075000927,1.530000233,13,13,4,0,0,0,66.2,48,6.480000989,2.565000391,1.620000247,0.470852017,0.215246636,0.313901345,93.09261939,Steven Matz,13361,571927
3,5,3.807691609,1.499999725,11,8,3,0,0,0,52,44,7.615383219,4.673076066,1.384615131,0.44,0.166666666,0.393333333,93.08966862,A.J. Cole,11467,595918
0,0,1.227273977,1.363637753,8,0,0,0,0,0,7.1,9,11.0454658,4.90909591,0,0.277777777,0.166666666,0.555555555,93.05633803,Akeel Morris,12185,592570
0,0,3.857148112,1.71428805,2,0,0,0,0,0,2.1,1,3.857148112,7.714296224,3.857148112,0.625,0.25,0.125,93.05263158,Kyle Martin,14860,573016
1,1,4.153846154,1.692307692,4,4,1,0,0,0,13,16,11.07692308,9,0.692307692,0.533333333,0.2,0.266666666,93.04790419,Brandon Finnegan,16208,605232
3,2,2.354651998,0.872093333,46,0,0,1,3,11,57.1,54,8.476747194,2.354651998,0.6279072,0.437086092,0.17218543,0.390728476,93.03287671,Adam Warren,9029,476589
9,10,5.581395349,1.441860465,24,24,6,0,0,0,129,105,7.325581395,3.697674419,1.953488372,0.369620253,0.167088607,0.463291139,93.0245821,Jharel Cotton,13654,605194
0,0,4.636366316,1.333334104,50,0,0,1,0,12,33,39,10.63636978,3.272729164,1.090909721,0.329545454,0.181818181,0.488636363,92.9941691,Oliver Perez,1514,424144
3,2,4.186047626,1.279070108,46,0,0,1,0,8,43,46,9.627909539,2.930233338,2.093023813,0.452991452,0.222222222,0.324786324,92.98336414,Phil Maton,18064,664208
0,1,4.67307778,1.557692593,7,2,0,0,0,0,17.1,11,5.711539509,5.192308645,2.076923458,0.537037037,0.129629629,0.333333333,92.97883598,John Gant,13684,607231
3,2,4.882979516,1.515957693,45,0,0,0,0,2,62.2,44,6.319149962,4.452128382,1.292553401,0.431472081,0.203045685,0.365482233,92.97857143,Warwick Saupold,13211,599683
0,0,4.5,1.833333333,6,0,0,0,0,0,6,4,6,10.5,0,0.411764705,0.058823529,0.529411764,92.97368421,Jairo Labourt,14996,607951
1,0,3.2,1.4,33,0,0,0,0,1,45,27,5.4,2.6,0.8,0.541935483,0.187096774,0.270967741,92.9543379,Kevin McCarthy,15240,641838
0,3,6.930481213,1.796791426,28,4,0,0,0,1,62.1,57,8.22994644,4.475935783,1.732620303,0.450495049,0.207920792,0.341584158,92.95238095,Chad Bell,10297,518445
10,12,3.548254398,1.207392121,27,27,17,0,0,0,162.1,153,8.48254567,3.160164073,1.053388024,0.528384279,0.19650655,0.27510917,92.95163488,Sonny Gray,12768,543243
0,0,2.634146648,1.390244064,13,0,0,0,0,0,13.2,15,9.878049929,5.268293296,1.317073324,0.388888888,0.111111111,0.5,92.94642857,Leonel Campos,12277,599998
0,0,6.567566213,1.135134901,11,0,0,0,0,1,12.1,7,5.108107055,1.459459159,1.459459159,0.525,0.175,0.3,92.94117647,Carter Capps,12803,605169
1,7,6.688073102,1.62385314,27,13,2,0,0,2,72.2,62,7.678898747,4.334862196,1.981651289,0.401785714,0.21875,0.379464285,92.92053973,Tom Koehler,6570,543408
3,5,3.753364256,1.183856826,49,2,0,2,3,4,74.1,74,8.959643708,2.30044906,1.210762663,0.492753623,0.217391304,0.289855072,92.91314031,Ross Stripling,13273,548389
2,2,4.169117243,1.191176355,9,8,3,0,0,0,45.1,51,10.12499902,2.580882103,1.786764533,0.495867768,0.123966942,0.380165289,92.91032609,Nate Karns,12638,501992
2,1,5.494187996,1.500000532,50,0,0,2,4,4,57.1,57,8.947677594,3.453489598,1.098837599,0.411764705,0.223529411,0.364705882,92.90880503,Tony Barnette,3555,501817
0,1,9.391306295,2.152174359,3,3,0,0,0,0,15.1,15,8.804349651,4.695653147,2.934783217,0.617021276,0.170212765,0.212765957,92.90659341,Erick Fedde,17425,607200
4,3,3.696428571,1.232142857,59,0,0,1,7,20,56,64,10.28571429,3.214285714,0.160714286,0.547945205,0.219178082,0.232876712,92.90495868,Joakim Soria,6941,465657
7,8,4.774390383,1.326219551,38,15,3,2,2,5,109.1,98,8.067073405,2.304878116,1.48170736,0.449230769,0.212307692,0.338461538,92.90106007,Joe Musgrove,12970,605397
1,6,4.095505969,1.398876524,62,0,0,20,4,7,59.1,54,8.191011938,2.275281094,1.516854063,0.287234042,0.218085106,0.494680851,92.88679245,Seunghwan Oh,18719,493200
1,2,2.7,1.5,4,4,1,0,0,0,20,14,6.3,4.95,0,0.524590163,0.147540983,0.327868852,92.88381743,Tyler Mahle,16358,641816
2,0,6.428572012,1.666666818,20,0,0,0,0,1,21,15,6.428572012,4.714286142,0.428571467,0.476923076,0.23076923,0.292307692,92.86592179,Bryan Morris,10234,457768
16,8,3.279179653,1.126182911,33,33,20,0,0,0,211.1,167,7.111987039,2.597791673,1.320189211,0.411954765,0.163166397,0.424878836,92.86497642,Ervin Santana,3200,429722
6,7,5.659793592,1.628865915,38,18,5,0,0,6,97,85,7.886597628,4.91752558,1.020618517,0.448630136,0.202054794,0.349315068,92.85469108,Francisco Liriano,3201,434538
9,10,3.813211978,1.257403233,24,24,13,0,0,0,146.1,130,7.995444469,2.521640179,0.799544447,0.394799054,0.19858156,0.406619385,92.84601113,Danny Duffy,3542,518633
4,3,2.892857875,1.071428843,71,0,0,1,2,20,65.1,65,8.954083898,3.581633559,1.377551369,0.329411764,0.135294117,0.535294117,92.83916084,Ryan Buchter,9456,488748
2,5,4.500001717,1.366667188,66,0,0,2,5,17,60,42,6.300002403,2.250000858,1.050000401,0.416243654,0.228426395,0.355329949,92.8381295,Alex Wilson,9239,543935
0,2,4.87499885,1.874999558,7,6,0,0,0,0,24,15,5.624998673,7.124998319,0,0.506493506,0.207792207,0.285714285,92.80966767,Jarred Cosart,10304,543054
11,14,4.139037771,1.278074971,31,31,17,0,0,0,187,131,6.304813349,1.732620462,1.395722039,0.456852791,0.233502538,0.30964467,92.79317932,Ivan Nova,1994,467100
0,0,2.531251056,1.125000469,12,0,0,0,0,1,10.2,13,10.96875458,4.21875176,0.843750352,0.56,0.2,0.24,92.78666667,Chaz Roe,9866,475054
1,0,5.896555602,1.724139065,22,0,0,0,0,0,29,23,7.137935729,6.827590697,1.241380127,0.351648351,0.197802197,0.45054945,92.77358491,Michael Ynoa,14093,573589
0,0,36,7,1,0,0,0,0,0,1,1,9,9,0,0.571428571,0.428571428,0,92.75,Taylor Cole,11964,518566
2,5,6.300000901,1.600000229,46,0,0,1,2,4,40,48,10.80000154,4.050000579,2.700000386,0.267241379,0.267241379,0.465517241,92.74459725,Jason Grilli,521,276351
18,4,2.314285916,0.948571511,27,27,20,0,0,0,175,202,10.38857233,1.542857277,1.182857246,0.479452054,0.189497716,0.331050228,92.73935708,Clayton Kershaw,2036,477132
4,1,3.772060199,1.323529894,44,0,0,0,1,1,45.1,58,11.51471008,4.963237104,1.588235873,0.373913043,0.173913043,0.452173913,92.73444976,Chasen Shreve,10855,592741
0,1,8.307695888,1.500000646,5,1,0,0,0,0,8.2,7,7.269233902,1.038461986,6.230771916,0.25,0.214285714,0.535714285,92.72093023,Michael Blazek,9654,518468
0,1,2.700000721,1.140000304,10,0,0,1,0,1,16.2,16,8.640002307,2.160000577,2.160000577,0.333333333,0.145833333,0.520833333,92.71232877,Luis Santos,15006,608601
8,7,5.189415483,1.504178401,25,22,8,0,1,1,119.2,82,6.167131443,3.158774642,1.278551641,0.492574257,0.215346534,0.292079207,92.71075019,Robert Gsellman,13696,607229
4,3,6.497325342,1.443850076,25,8,1,0,0,2,62.1,64,9.240640486,2.743315144,2.021390106,0.291208791,0.197802197,0.51098901,92.69208211,Asher Wojciechowski,10836,592879
2,3,2.934783582,1.391304809,61,0,0,0,2,13,46,52,10.17391642,4.304349254,0.391304478,0.538461538,0.247863247,0.213675213,92.68695652,Luis Avilan,2882,501593
1,0,1.173913141,1.434782728,5,0,0,0,0,0,7.2,4,4.695652563,4.695652563,1.173913141,0.52173913,0.086956521,0.391304347,92.68421053,Jean Machi,3220,466948
1,1,3.88982988,1.347457409,37,0,0,0,2,3,39.1,40,9.152540893,1.830508179,1.144067612,0.420168067,0.184873949,0.394957983,92.68292683,Jonathan Holder,16588,656547
1,1,2.634145729,0.878048576,6,2,0,0,0,0,13.2,11,7.243900754,1.317072864,0.658536432,0.285714285,0.119047619,0.595238095,92.67669173,Deck McGuire,11596,592547
3,5,5.692771608,1.391566393,55,0,0,0,3,9,55.1,38,6.18072346,3.578313582,1.301204939,0.356321839,0.247126436,0.396551724,92.67647059,Junichi Tazawa,4079,547749
0,1,5.76,1.84,10,3,0,0,0,0,25,18,6.48,5.4,1.8,0.425287356,0.16091954,0.413793103,92.66666667,Braden Shipley,15158,640463
1,5,6.155440901,1.414507884,11,11,5,0,0,0,64.1,35,4.896373444,1.678756609,2.238342146,0.441441441,0.175675675,0.382882882,92.65086207,Zach Eflin,13774,621107
2,0,6.517241379,1.482758621,6,6,1,0,0,0,29,34,10.55172414,2.172413793,2.482758621,0.301204819,0.192771084,0.506024096,92.64609053,David Paulino,17418,600944
0,0,5.192308073,1.615384734,8,0,0,0,0,0,8.2,8,8.307692917,6.230769688,2.076923229,0.346153846,0.076923076,0.576923076,92.63768116,Kevin McGowan,15215,641850
0,0,3.681818341,1.500000065,5,0,0,0,0,0,7.1,7,8.590909463,4.909091122,2.454545561,0.6,0.15,0.25,92.63461538,Josh Lucas,11686,572998
18,4,2.2536826,0.869067147,29,29,22,0,0,0,203.2,265,11.71031155,1.590834777,0.927986953,0.445396145,0.220556745,0.334047109,92.628,Corey Kluber,2429,446372
0,1,8.350517763,1.73195924,20,1,0,0,0,0,32.1,22,6.123713026,3.618557697,1.39175296,0.31858407,0.194690265,0.486725663,92.625,Matt Wisler,12804,605538
0,0,8.345457729,1.690909736,15,0,0,0,1,0,18.1,10,4.909092782,3.436364947,2.454546391,0.485294117,0.25,0.264705882,92.58787879,Jesen Therrien,15853,592279
0,0,3.857148506,1.285716169,1,0,0,0,0,0,2.1,0,0,0,0,0.375,0.25,0.375,92.57894737,Brian Flynn,12027,543169
0,7,7.714285504,1.671428526,18,12,1,0,0,0,70,41,5.271428428,4.371428452,2.571428501,0.484848484,0.164502164,0.35064935,92.57327586,Dylan Covey,14825,592229
3,1,3.91935713,1.766130065,52,0,0,0,2,10,41.1,54,11.75807139,5.661293632,1.524194439,0.327586206,0.275862068,0.396551724,92.55696203,J.J. Hoover,9037,543331
1,0,10.45162191,2.129034092,11,0,0,0,0,0,10.1,12,10.45162191,4.354842461,3.483873969,0.257142857,0.257142857,0.485714285,92.55263158,Brooks Pounders,10387,572044
0,1,5.108107055,1.29729703,7,0,0,0,0,1,12.1,7,5.108107055,2.189188738,2.189188738,0.341463414,0.195121951,0.463414634,92.54310345,Yohander Mendez,14391,622795
0,0,10.384623,2.769232801,2,0,0,0,0,0,4.1,5,10.384623,4.153849201,4.153849201,0.5625,0.125,0.3125,92.54285714,Drew Rucinski,12499,607968
0,1,5.275864151,1.344828117,33,0,0,0,0,1,29,33,10.24138335,3.413794451,2.4827596,0.428571428,0.155844155,0.415584415,92.53913043,Erik Goeddel,11712,592340
0,1,4.909091548,1.090909233,20,0,0,0,1,1,22,16,6.545455397,2.454545774,1.636363849,0.417910447,0.223880597,0.358208955,92.51832461,Ryan Garton,14016,623439
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.666666666,92.5,Dan Slania,15639,592753
12,6,3.106849404,1.249315104,27,21,11,0,0,0,121.2,137,10.13424687,4.438356292,0.961643863,0.394648829,0.240802675,0.364548494,92.49286988,Mike Clevinger,12808,605182
4,7,4.499998949,1.571428204,21,21,3,0,0,0,98,85,7.806120626,4.040815383,1.193877272,0.393442622,0.226229508,0.380327868,92.47609359,Adalberto Mejia,13188,606167
3,8,5.658683572,1.365269687,23,18,7,0,0,0,111.1,67,5.416168562,2.263473429,2.101796755,0.416445623,0.212201591,0.371352785,92.45858586,Nick Martinez,12730,607259
3,6,7.874999687,2.020833253,14,9,1,0,0,0,48,36,6.749999732,6.562499739,2.062499918,0.414012738,0.210191082,0.375796178,92.43738657,Chris Flexen,13896,623167
0,0,2.700003541,1.500001967,4,0,0,0,0,1,3.1,5,13.5000177,5.400007081,0,0.625,0.375,0,92.42857143,Adam Liberatore,10637,571893
14,13,4.033391518,1.41827754,33,32,19,0,0,0,189.2,178,8.446396356,2.89455156,1.233743288,0.504347826,0.2,0.295652173,92.41884498,Patrick Corbin,9323,571578
2,2,4.021279207,1.563830803,64,0,0,1,2,20,31.1,25,7.180855726,5.744684581,0.574468458,0.7,0.155555555,0.144444444,92.40666667,Marc Rzepczynski,6612,519240
1,1,3.807692308,1.615384615,9,4,0,0,0,0,26,22,7.615384615,4.153846154,1.038461538,0.650602409,0.180722891,0.168674698,92.40449438,Max Fried,13743,608331
10,3,3.644628149,1.198347124,21,20,13,0,0,0,121,73,5.429752141,2.231404989,1.41322316,0.380577427,0.212598425,0.406824146,92.3953186,Parker Bridwell,11502,592170
1,3,8.625,2.166666667,7,6,0,0,0,0,24,20,7.5,5.25,2.625,0.428571428,0.202380952,0.369047619,92.38109756,Rookie Davis,14962,606959
5,1,4.470200821,1.410596704,68,0,0,0,1,19,50.1,57,10.19205787,5.00662492,1.430464263,0.328358208,0.21641791,0.45522388,92.37280702,Mike Dunn,9948,445197
3,1,4.677164652,1.393700578,38,0,0,0,0,5,42.1,43,9.141730911,2.763779112,1.062991966,0.333333333,0.238095238,0.428571428,92.3649635,Nick Wittgren,15594,621295
0,0,10.80000412,2.400000916,11,0,0,0,0,3,6.2,7,9.450003605,4.050001545,2.70000103,0.375,0.208333333,0.416666666,92.35294118,Sam Moll,14874,594580
1,0,10.56521301,2.086955656,2,2,0,0,0,0,7.2,4,4.695650227,2.347825113,4.695650227,0.266666666,0.233333333,0.5,92.35135135,Felix Jorge,14532,602928
2,3,4.011427741,1.388571141,18,8,5,1,0,1,58.1,31,4.782856152,3.702856376,0.462857047,0.376288659,0.237113402,0.386597938,92.33527132,Odrisamer Despaigne,16017,628333
0,0,14.29410963,2.470586849,2,0,0,0,0,0,5.2,1,1.588234403,0,1.588234403,0.433333333,0.266666666,0.3,92.32857143,Anthony Bass,7982,542914
0,1,5.192308073,1.673077046,14,0,0,1,0,1,17.1,18,9.346154532,4.673077266,1.557692422,0.264150943,0.245283018,0.490566037,92.32644628,Ben Taylor,18114,664701
1,1,3.176471708,1.21008446,33,0,0,0,1,4,39.2,37,8.394960943,2.495799199,1.588235854,0.432432432,0.189189189,0.378378378,92.29773463,Brandon Workman,11428,519443
1,1,2.999999728,1.428571299,16,0,0,0,1,0,21,12,5.142856676,2.999999728,0.857142779,0.544117647,0.176470588,0.279411764,92.27683616,Javy Guerra,7407,457915
4,4,3.375000585,1.15909111,30,0,0,0,2,5,29.1,40,12.2727294,3.375000585,1.22727294,0.417910447,0.164179104,0.417910447,92.26911315,Brad Boxberger,10133,502202
2,3,2.842105834,1.05263179,77,0,0,19,2,15,76,76,9.000001807,1.776316146,1.30263184,0.408450704,0.178403755,0.413145539,92.26515152,Addison Reed,10586,592665
2,4,3.988637574,1.414773157,61,0,0,27,3,1,58.2,72,11.0454579,5.215910674,1.073863962,0.401360544,0.204081632,0.394557823,92.26161369,AJ Ramos,8350,573109
13,11,4.665440915,1.334558749,32,30,17,0,0,0,181.1,166,8.238970126,3.17647041,1.141544054,0.482109227,0.197740112,0.320150659,92.24181919,Tanner Roark,8753,543699
13,12,4.743924963,1.239252266,30,30,17,0,0,0,178.1,194,9.790653647,2.06915876,1.766355039,0.492094861,0.181818181,0.326086956,92.24066924,Masahiro Tanaka,15764,547888
5,10,5.716836846,1.515306152,28,22,5,1,0,0,130.2,94,6.474489922,4.132653142,1.653061257,0.440677966,0.1937046,0.365617433,92.24038462,Yovani Gallardo,8173,451596
1,2,4.500000572,1.433333516,32,0,0,11,5,5,30,29,8.700001106,1.800000229,0.900000114,0.52688172,0.215053763,0.258064516,92.23333333,Mark Melancon,4264,453343
0,0,0,3,1,0,0,0,0,0,1,2,18,9,0,0.5,0.25,0.25,92.23076923,Pierce Johnson,13435,572955
8,13,6.074999421,1.549999852,29,29,11,0,0,0,160,103,5.793749447,2.474999764,1.631249844,0.331521739,0.248188405,0.420289855,92.22644163,Jordan Zimmermann,4505,519455
13,9,4.243615186,1.196463726,28,28,19,0,0,0,169.2,152,8.062868853,2.705304681,1.379174935,0.328482328,0.199584199,0.471933471,92.20092531,Dylan Bundy,12917,605164
0,1,6.096776069,2.225807136,4,1,0,0,0,0,10.1,6,5.225808059,3.48387204,0.87096801,0.404761904,0.166666666,0.428571428,92.19444444,Artie Lewicki,16731,592499
7,8,3.375000263,1.209183768,44,14,6,3,0,1,130.2,100,6.887755638,3.788265601,0.688775564,0.578378378,0.167567567,0.254054054,92.17458867,Mike Montgomery,4869,543557
2,0,2.755101934,2.020408085,20,0,0,0,0,3,16.1,17,9.367346574,7.714285414,0.551020387,0.428571428,0.122448979,0.448979591,92.14814815,Dario Alvarez,14239,516714
3,2,3.139534884,1.046511628,7,7,4,0,0,0,43,29,6.069767442,1.88372093,1.255813953,0.392307692,0.192307692,0.415384615,92.14364641,Daniel Mengden,16980,596043
0,0,8.590912815,2.181819128,6,0,0,0,0,0,7.1,5,6.136366296,4.909093037,1.227273259,0.535714285,0.214285714,0.25,92.13861386,Victor Alcantara,15028,622505
13,2,2.999999827,1.189393871,34,21,8,0,0,0,132,161,10.97727209,3.886363412,0.681818142,0.436532507,0.185758513,0.377708978,92.13679654,Brad Peacock,5401,502748
3,3,2.382353208,0.948529518,7,7,5,0,0,0,45.1,34,6.750000757,2.382353208,1.588235472,0.449612403,0.201550387,0.348837209,92.13095238,Lucas Giolito,15474,608337
7,9,4.070952903,1.310421114,31,25,11,0,0,0,150.1,117,7.004433671,3.113081632,0.838137362,0.48,0.206666666,0.313333333,92.12810156,Trevor Williams,16977,592866
0,0,2.699999485,0.539999897,12,0,0,0,0,3,16.2,14,7.559998558,1.619999691,1.619999691,0.275,0.175,0.55,92.12621359,Carlos Ramirez,11743,570702
8,13,5.290203476,1.425138672,32,32,14,0,0,0,180.1,145,7.236599095,2.395563838,1.297597079,0.380234505,0.207705192,0.412060301,92.11413404,Jason Hammel,4538,434628
5,5,4.5,1.372093023,18,17,6,1,0,0,86,76,7.953488372,2.930232558,1.674418605,0.448669201,0.201520912,0.349809885,92.11041009,Matt Andriese,12022,542882
2,3,4.943663566,1.366197624,56,0,0,1,2,12,71,67,8.492960484,2.281690876,1.140845438,0.495454545,0.19090909,0.313636363,92.0941704,Tyler Duffey,13758,608648
14,10,3.528712658,1.217821709,30,30,16,0,0,0,168.1,163,8.714850959,2.940593882,1.229702896,0.450733752,0.205450733,0.343815513,92.09367816,Jake Arrieta,4153,453562
11,11,4.150176734,1.224381642,32,32,18,0,0,0,188.2,207,9.874558437,2.909894032,1.09717316,0.447524752,0.207920792,0.344554455,92.08835341,Jose Quintana,11423,500779
1,3,8.100001405,1.745454848,10,4,1,0,0,0,36.2,28,6.872728464,5.400000936,1.963636704,0.429824561,0.219298245,0.350877192,92.08333333,Lisalverto Bonilla,11266,570810
2,0,4.432837966,1.25373195,23,0,0,0,0,1,22.1,15,6.044779045,2.014926348,2.417911618,0.342465753,0.164383561,0.493150684,92.06217617,Matt Dermody,14844,571616
1,2,4.655173179,1.086207075,6,2,1,0,0,0,19.1,10,4.655173179,2.32758659,1.862069272,0.616666666,0.116666666,0.266666666,92.06024096,Chris Volstad,9901,458690
8,7,5.11875,1.26875,31,29,9,0,0,0,160,137,7.70625,3.54375,2.08125,0.316810344,0.161637931,0.521551724,92.05609915,Ariel Miranda,17526,664641
0,0,7.105263515,2.210526427,4,0,0,0,0,0,6.1,6,8.526316217,5.684210812,1.421052703,0.434782608,0.347826086,0.217391304,92.04878049,Lucas Harrell,7541,449173
6,11,5.266667192,1.555555711,26,25,10,0,0,0,135,110,7.333334065,3.533333686,1.20000012,0.381395348,0.223255813,0.395348837,92.03647159,Matthew Boyd,15440,571510
0,0,11.25,2,4,0,0,0,0,0,8,7,7.875,2.25,5.625,0.48275862,0.206896551,0.310344827,92.02702703,Mike Hauschild,14033,623434
0,0,6.750003219,2.000000954,6,0,0,0,0,0,8,2,2.250001073,7.875003755,2.250001073,0.633333333,0.166666666,0.2,92.02020202,Barrett Astin,14812,592120
0,0,1.350000322,1.350000322,8,0,0,1,0,0,6.2,7,9.450002253,2.700000644,0,0.611111111,0.333333333,0.055555555,92.01785714,Carson Smith,13172,605476
3,6,3.545455365,1.090909343,60,0,0,0,4,11,66,62,8.454547409,3.272728029,1.500000347,0.322033898,0.15819209,0.519774011,92.01678322,Danny Barnes,11388,592130
12,10,5.069619764,1.531645422,29,29,10,0,0,0,158,121,6.892404398,3.417721189,1.367088476,0.507968127,0.231075697,0.260956175,92.01124339,Kyle Gibson,10123,502043
1,0,7.5,1.166666667,2,1,0,0,0,0,6,8,12,3,3,0.333333333,0.2,0.466666666,92,Jen-Ho Tseng,15524,627500
7,11,5.347826013,1.398550705,38,21,7,0,1,1,138,119,7.760869458,2.934782568,1.826086931,0.410501193,0.224343675,0.365155131,91.99088542,Jesse Chavez,5448,445926
12,11,3.535714607,1.208333443,27,27,17,0,0,0,168,184,9.857143752,2.625000238,0.964285802,0.497807017,0.190789473,0.311403508,91.98245614,Aaron Nola,16149,605400
11,6,4.195945946,1.202702703,24,24,14,0,0,0,148,105,6.385135135,3.222972973,1.094594595,0.475113122,0.187782805,0.337104072,91.97556561,Cole Hamels,4972,430935
11,11,4.096154147,1.487179596,33,28,13,0,0,0,156,107,6.173077376,3.634615651,0.980769303,0.538617886,0.184959349,0.276422764,91.97426471,Kyle Freeland,16256,607536
6,6,4.813953061,1.325581278,17,15,5,0,0,0,86,81,8.476743434,2.720929991,1.674418456,0.436734693,0.228571428,0.334693877,91.97125567,Tyler Anderson,12880,542881
6,15,5.523901218,1.531548936,32,31,14,0,0,0,174.1,148,7.640536265,3.458891417,1.393881616,0.377256317,0.203971119,0.418772563,91.96635262,Matt Moore,1890,519043
1,1,4.80508595,1.550847846,46,0,0,1,0,9,39.1,43,9.838985516,5.033899566,1.144068083,0.358490566,0.254716981,0.386792452,91.96252927,Kevin Siegrist,8180,543779
9,7,3.881973995,1.229613653,29,29,10,0,0,0,155.1,144,8.343347093,2.954935429,1.216738118,0.406666666,0.177777777,0.415555555,91.95536562,Jordan Montgomery,16511,656756
1,1,2.7433159,1.219251511,68,0,0,0,1,13,62.1,61,8.807487889,2.598930852,0.866310284,0.485549132,0.179190751,0.335260115,91.93465347,Brian Duensing,4064,488846
2,6,4.552941585,1.388235419,16,16,5,0,0,0,85,76,8.047059546,2.964706148,1.376470712,0.418326693,0.215139442,0.366533864,91.93428913,Tyler Skaggs,10190,572140
3,5,4.660716984,1.571429481,64,0,0,1,3,5,56,62,9.964291484,4.017859469,0.964286273,0.4875,0.25,0.2625,91.92565056,Oliver Drake,8823,543118
2,3,3.745664905,1.526011628,70,0,0,0,0,6,57.2,64,9.988439747,4.52601176,0.624277484,0.534591194,0.201257861,0.264150943,91.92564492,Aaron Loup,10343,571901
1,2,7.061540534,1.661538949,5,5,1,0,0,0,21.2,27,11.21538791,3.738462635,4.984616847,0.301587301,0.222222222,0.476190476,91.92125984,Andrew Heaney,15423,571760
1,1,5.666668268,1.296296663,44,0,0,0,0,11,27,22,7.333335406,3.666667703,1.000000283,0.303797468,0.215189873,0.481012658,91.91983122,Steven Okert,13580,595345
1,4,5.118483505,1.478673013,21,14,4,0,0,0,70.1,67,8.573459871,5.502369768,2.303317577,0.33502538,0.228426395,0.436548223,91.90886392,Junior Guerra,5702,448855
5,13,5.376622844,1.324675193,30,30,10,0,0,0,154,131,7.655843397,3.564934712,1.98701279,0.36043956,0.162637362,0.476923076,91.90092308,Ian Kennedy,6986,453178
8,9,3.367741643,1.141935385,26,25,14,0,0,0,155,165,9.580644329,3.077419087,0.870967666,0.552699228,0.185089974,0.262210796,91.89924433,Zack Godley,14862,643327
