Team,Season,Age,W,L,ERA,WHIP,G,GS,QS,SV,BS,HLD,IP,SO,K/9,BB/9,HR/9,GB%,LD%,FB%,FBv,NameASCII,PlayerId,MLBAMID
SFG,2023,27,3,3,3.917647454,1.223529535,33,3,0,2,1,2,85,68,7.200000727,2.223529636,1.058823636,0.408396946,0.194656488,0.396946564,94.73529412,Tristan Beck,21584,663941
DET,2023,28,1,0,0.64285723,0.928571555,12,3,0,0,0,2,14,16,10.28571569,3.214286152,0,0.393939393,0.181818181,0.424242424,94.73,Miguel Diaz,18815,622766
HOU,2023,34,4,5,3.581632932,1.071428655,65,0,0,31,6,0,65.1,74,10.19387834,2.204081804,1.102040902,0.548022598,0.146892655,0.305084745,94.72727273,Ryan Pressly,7005,519151
KCR,2023,25,0,0,0,1.714285948,2,0,0,0,1,0,2.1,1,3.857143383,7.714286765,0,0.222222222,0.222222222,0.555555555,94.7037037,Anthony Veneziano,27453,685107
TOR,2023,32,12,9,3.162162162,1.178378378,31,31,20,0,0,0,185,237,11.52972973,2.675675676,0.924324324,0.426406926,0.19047619,0.383116883,94.6974359,Kevin Gausman,14107,592332
- - -,2023,26,0,0,1.285714286,1.285714286,6,0,0,0,1,0,7,7,9,3.857142857,0,0.789473684,0.210526315,0,94.69387755,J.B. Bukauskas,20491,656266
PIT,2023,27,2,5,5.86184251,1.500000104,16,9,1,0,0,0,50.2,48,8.526316378,3.730263415,0.710526365,0.354430379,0.284810126,0.360759493,94.68865979,Osvaldo Bido,23150,674370
PHI,2023,27,0,0,3.315789807,1.473684358,14,0,0,1,0,0,19,16,7.578948129,2.36842129,0.473684258,0.517241379,0.206896551,0.275862068,94.6875,Luis F. Ortiz,16942,656814
WSN,2023,25,4,4,5.500001554,1.555555995,51,0,0,1,3,10,54,44,7.333335406,3.666667703,0.666666855,0.50595238,0.196428571,0.297619047,94.68383659,Mason Thompson,21850,666168
TBR,2023,31,4,2,2.981595371,1.012270033,56,0,0,12,6,11,54.1,69,11.42944892,3.312883746,1.159509311,0.414634146,0.186991869,0.398373983,94.68316832,Jason Adam,11861,592094
BOS,2023,30,10,9,4.03738325,1.121495347,38,16,5,1,1,2,142.2,183,11.54439273,3.154205664,1.450934605,0.364161849,0.216763005,0.419075144,94.67551867,Nick Pivetta,15454,601713
COL,2023,26,2,4,5.815385298,1.684615582,10,10,1,0,0,0,43.1,38,7.892308619,5.815385298,0.415384664,0.436090225,0.225563909,0.338345864,94.67428571,Ryan Feltner,21446,663372
NYY,2023,23,0,0,0,0.5,1,0,0,0,0,0,2,4,18,0,0,0.333333333,0.333333333,0.333333333,94.66666667,Yoendrys Gomez,22872,672782
TBR,2023,32,1,0,1.384615486,0.90384622,39,6,0,0,2,6,52,54,9.346154532,1.903846294,0.346153872,0.384057971,0.210144927,0.405797101,94.66210046,Shawn Armstrong,12857,542888
MIA,2023,24,0,0,3.807692866,1.326923272,26,1,0,1,0,0,52,52,9.00000132,3.980769815,1.038461691,0.414965986,0.197278911,0.387755102,94.66201117,George Soriano,21863,666277
PIT,2023,25,1,3,4.973685584,1.361842481,50,0,0,0,2,4,50.2,62,11.01316094,3.907895816,1.598684652,0.386861313,0.204379562,0.408759124,94.66083916,Jose Hernandez,22318,669796
CHC,2023,29,2,1,4.909091992,1.438016846,35,0,0,0,0,0,40.1,40,8.925621804,4.239670357,1.338843271,0.517543859,0.201754385,0.280701754,94.64548495,Michael Rucker,19454,621074
- - -,2023,28,0,0,6.1363647,1.50000026,16,0,0,0,1,0,14.2,11,6.75000117,5.52272823,1.22727294,0.295454545,0.295454545,0.409090909,94.64393939,Anthony Kay,20387,641743
TEX,2023,26,5,3,4.374302422,1.223463896,53,0,0,0,2,12,59.2,52,7.843576756,1.357542131,1.960894189,0.385869565,0.211956521,0.402173913,94.64319249,Brock Burke,17968,656271
SEA,2023,28,2,2,3.786586863,1.060976029,69,0,0,1,0,17,54.2,64,10.53658953,1.810976326,1.15243948,0.558823529,0.19117647,0.25,94.64038462,Gabe Speier,17170,642100
MIA,2023,24,8,1,2.668605243,1.151163046,63,0,0,3,1,17,57.1,73,11.45930487,3.296512359,1.098837453,0.437956204,0.197080291,0.364963503,94.62180579,Andrew Nardi,25942,677053
NYM,2023,28,0,1,8.100002317,1.800000515,13,0,0,0,0,1,10,12,10.80000309,5.400001545,1.800000515,0.233333333,0.266666666,0.5,94.61538462,Josh Walker,23617,677020
PIT,2023,27,13,9,4.214408344,1.245283051,32,32,18,0,0,0,194.1,210,9.725557716,2.547169878,1.15780449,0.436697247,0.223853211,0.339449541,94.61089239,Mitch Keller,17594,656605
BOS,2023,29,0,2,7.363638407,1.854545969,17,1,0,0,0,0,18.1,17,8.345456861,5.890910725,1.472727681,0.344262295,0.229508196,0.426229508,94.61016949,Justin Garza,19784,621057
LAD,2023,27,3,3,4.009901982,1.099010173,34,1,0,0,0,4,33.2,30,8.019803963,2.673267988,0.534653598,0.54347826,0.206521739,0.25,94.59692308,Victor Gonzalez,16408,624647
CIN,2023,26,9,6,3.074257658,1.188118902,71,0,0,37,3,2,67.1,86,11.49505037,4.811881552,0.534653506,0.38,0.226666666,0.393333333,94.59574468,Alexis Diaz,21132,664747
- - -,2023,28,0,0,4.000000848,0.888889077,7,0,0,0,0,0,9,10,10.00000212,2.000000424,1.000000212,0.454545454,0.09090909,0.454545454,94.59493671,Bennett Sousa,21345,656986
SFG,2023,35,7,7,3.865638896,1.321585948,28,28,11,0,0,0,151.1,131,7.790749161,2.200440603,1.129955985,0.575692963,0.202558635,0.2217484,94.59240759,Alex Cobb,6562,502171
MIN,2023,26,2,1,4.153846459,1.413461642,19,0,0,1,0,1,34.2,28,7.269231302,3.634615651,0.778846211,0.409523809,0.161904761,0.428571428,94.58823529,Josh Winder,24606,680739
TEX,2023,27,0,0,0,0.631578979,3,0,0,0,0,0,6.1,5,7.105263515,4.263158109,0,0.357142857,0.071428571,0.571428571,94.57692308,Jacob Latz,21306,656641
BOS,2023,28,0,0,3.857143383,1.607143076,8,0,0,0,0,0,9.1,6,5.785715074,7.714286765,0,0.538461538,0.076923076,0.384615384,94.57142857,Zack Kelly,20349,677161
KCR,2023,23,3,3,4.851562789,1.265625075,15,3,0,0,1,2,42.2,36,7.593750453,1.687500101,1.476562588,0.507575757,0.174242424,0.318181818,94.57107232,Angel Zerpa,22717,672582
- - -,2023,27,2,3,4.885715084,1.457143095,30,0,0,0,1,0,35,29,7.457144076,3.857143488,0.771428698,0.468468468,0.234234234,0.297297297,94.56887755,Mauricio Llovera,20080,661440
COL,2023,24,0,0,8.590911698,3.00000091,9,0,0,0,0,0,7.1,7,8.590911698,9.818184797,0,0.56,0.24,0.2,94.53488372,Evan Justice,30008,687145
HOU,2023,29,2,1,4.5,1.480769231,17,7,3,0,0,0,52,52,9,4.846153846,2.076923077,0.347222222,0.1875,0.465277777,94.53168044,Ronel Blanco,19407,669854
TOR,2023,35,0,0,4.950000944,1.400000267,22,0,0,0,0,1,20,19,8.550001631,4.050000772,1.350000257,0.383333333,0.233333333,0.383333333,94.52892562,Anthony Bass,7982,542914
SDP,2023,36,8,10,4.555012395,1.298288557,24,24,10,0,0,0,136.1,141,9.308068807,2.838630913,1.188264103,0.415789473,0.234210526,0.35,94.52362708,Yu Darvish,13074,506433
SEA,2023,27,0,0,9,1.333333333,1,0,0,0,0,0,3,1,3,3,0,0.6,0.2,0.2,94.52,Jose Rodriguez,17860,642578
ATL,2023,20,1,0,4.263158269,1.105263255,6,5,0,0,0,0,25.1,20,7.105263782,3.90789508,2.486842324,0.369863013,0.08219178,0.547945205,94.51836735,AJ Smith-Shawver,29960,700363
WSN,2023,24,2,4,6.445161608,1.625806532,12,10,2,0,0,0,51.2,48,8.361290734,4.180645367,1.393548456,0.374233128,0.251533742,0.374233128,94.50916497,Joan Adon,22925,672851
SDP,2023,28,1,2,3.90566094,1.169811489,52,0,0,0,2,22,53,57,9.679246676,4.58490632,1.188679416,0.257575757,0.136363636,0.606060606,94.50733138,Steven Wilson,20353,621051
CHW,2023,26,1,0,5.850001116,1.700000324,21,0,0,0,0,3,20,18,8.100001545,4.050000772,0.450000086,0.375,0.203125,0.421875,94.5060241,Lane Ramsey,25071,682010
SFG,2023,33,3,5,3.991305175,1.173913287,40,10,0,0,1,6,38.1,47,11.0347849,3.286957203,1.408695944,0.29,0.17,0.54,94.49677419,John Brebbia,12777,605154
MIL,2023,27,12,10,3.857143094,1.11670027,30,30,16,0,0,0,165.2,210,11.4084514,2.93360179,1.412474936,0.41728395,0.182716049,0.4,94.49208534,Freddy Peralta,18679,642547
TOR,2023,27,1,0,1.733945197,0.825688189,20,0,0,1,0,0,36.1,35,8.669725984,1.981651654,1.238532283,0.351648351,0.142857142,0.505494505,94.48920863,Bowden Francis,20548,670102
WSN,2023,26,3,7,4.611570539,1.421487693,24,24,8,0,0,0,121,99,7.363636828,4.016529179,1.4876034,0.427792915,0.177111716,0.395095367,94.47900467,Jake Irvin,21504,663623
LAA,2023,27,0,1,6.000000636,1.222222352,10,0,0,4,1,5,9,8,8.000000848,3.000000318,0,0.392857142,0.214285714,0.392857142,94.47794118,Jose Quijada,19200,650671
- - -,2023,28,0,0,5.538462351,1.615384852,9,0,0,0,0,0,13,3,2.076923382,3.461538969,1.384615588,0.571428571,0.183673469,0.244897959,94.47540984,Joel Kuhnel,19995,669270
COL,2023,27,3,3,4.332090169,1.354477805,70,3,0,0,11,13,89.1,77,7.757463791,2.720149641,0.604477698,0.529629629,0.203703703,0.266666666,94.47037485,Jake Bird,21267,656234
CHC,2023,30,3,5,4.421053519,1.333333601,58,1,0,2,3,11,57,65,10.26315996,4.421053519,1.10526338,0.387323943,0.218309859,0.394366197,94.45623342,Michael Fulmer,13218,605242
SFG,2023,31,2,2,2.970000453,1.230000188,33,0,0,0,2,4,33.1,43,11.61000177,4.050000618,0.810000124,0.506024096,0.156626506,0.337349397,94.45138889,Luke Jackson,11752,592426
- - -,2023,27,0,0,4.500000268,1.187500071,12,0,0,0,0,0,16,15,8.437500503,2.250000134,1.125000067,0.395833333,0.25,0.354166666,94.448,Eduard Bazardo,20997,660825
MIL,2023,37,0,2,9.580647224,1.645161645,12,0,0,1,3,1,10.1,10,8.709679295,5.225807577,4.354839647,0.28125,0.34375,0.375,94.42105263,Matt Bush,1246,456713
CHW,2023,29,5,5,6.788573796,1.525714818,61,0,0,0,3,15,58.1,78,12.03428991,5.554287651,0.617143072,0.58219178,0.219178082,0.198630136,94.41785714,Aaron Bummer,16258,607481
ARI,2023,25,8,8,5.312500211,1.423611168,29,27,7,0,0,0,144,96,6.000000238,2.875000114,1.50000006,0.366525423,0.190677966,0.44279661,94.4155642,Ryne Nelson,26253,669194
LAD,2023,27,2,5,4.348994179,1.38926203,56,1,0,1,1,9,49.2,64,11.59731781,3.080537544,1.268456636,0.295454545,0.181818181,0.522727272,94.40619621,Alex Vesia,25007,681911
TBR,2023,29,2,3,5.952756621,1.488189155,30,8,0,1,1,2,42.1,47,9.992127185,4.464567466,0.850393803,0.450819672,0.163934426,0.385245901,94.40378549,Jalen Beeks,17192,656222
CIN,2023,25,0,1,9.580645456,2.322580717,4,2,0,0,0,0,10.1,9,7.838709919,6.96774215,0.870967769,0.447368421,0.263157894,0.289473684,94.37383178,Levi Stoudt,25650,686651
LAA,2023,23,4,10,4.479820934,1.35201803,28,28,9,0,0,0,148.2,168,10.17040428,3.632287244,1.150224294,0.366583541,0.229426433,0.403990024,94.3713268,Reid Detmers,27468,672282
NYY,2023,28,4,8,2.751592724,1.146496968,49,9,2,6,4,8,104.2,127,10.92038362,2.751592724,0.859872726,0.428030303,0.21590909,0.356060606,94.36864407,Michael King,19853,650633
- - -,2023,27,2,2,3.656250548,1.187500178,25,0,0,0,0,4,32,33,9.281251392,3.375000506,0.843750127,0.461538461,0.23076923,0.307692307,94.36862745,Robert Garcia,23363,676395
NYY,2023,24,2,2,2.867256903,1.274336401,11,5,0,0,0,0,37.2,33,7.884956484,4.300885355,1.194690376,0.363636363,0.218181818,0.418181818,94.36532508,Randy Vasquez,24719,681190
- - -,2023,40,13,8,3.215605699,1.133470208,27,27,14,0,0,0,162.1,144,7.98357277,2.494866491,0.997946596,0.355179704,0.196617336,0.448202959,94.36482335,Justin Verlander,8700,434378
TBR,2023,33,2,0,3.085714958,1.200000262,14,0,0,1,0,1,11.2,10,7.714287396,1.542857479,0.77142874,0.378378378,0.27027027,0.351351351,94.36206897,Andrew Kittredge,12828,552640
PIT,2023,23,3,7,6.585366068,1.56585371,19,11,4,1,0,0,68.1,55,7.243902675,4.214634284,1.448780535,0.37735849,0.21226415,0.410377358,94.35869565,Roansy Contreras,22810,672710
CIN,2023,33,1,2,4.909091548,1.21212137,58,2,0,0,0,7,66,98,13.3636381,3.818182315,0.818181925,0.315436241,0.187919463,0.496644295,94.35338346,Fernando Cruz,7048,518585
BAL,2023,30,1,0,1.800000343,0.800000153,6,0,0,0,0,0,5,5,9.000001717,3.600000687,1.800000343,0.25,0.166666666,0.583333333,94.35,Joey Krehbiel,13707,607216
NYY,2023,30,1,0,0,2.250000536,1,0,0,0,0,0,1.1,1,6.750001609,6.750001609,0,0.8,0.2,0,94.33333333,Frankie Montas,14309,593423
SEA,2023,28,0,0,0,1,1,0,0,0,0,0,1,2,18,9,0,0,1,0,94.33333333,Ryder Ryan,19891,656924
CHW,2023,32,9,9,3.769035679,1.225888372,24,24,10,0,0,0,131.1,110,7.538071358,2.741116857,1.096446743,0.30927835,0.188144329,0.502577319,94.32544939,Mike Clevinger,12808,605182
TBR,2023,24,0,0,4.5,2,1,0,0,0,0,0,2,2,9,4.5,0,0.285714285,0.285714285,0.428571428,94.32352941,Jose Lopez,22982,673111
CIN,2023,26,1,0,5.684211668,1.973684607,11,0,0,0,0,1,12.2,11,7.815791043,6.394738126,2.131579375,0.512195121,0.170731707,0.31707317,94.31081081,Casey Legumina,25921,668984
TBR,2023,25,0,0,0,0,1,0,0,0,0,0,3.1,5,13.50000129,0,0,0.2,0.2,0.6,94.30434783,Elvin Rodriguez,20962,660730
ATL,2023,32,4,0,3.056603884,1.103773625,35,0,0,1,2,15,35.1,36,9.169811651,2.292452913,0.764150971,0.416666666,0.1875,0.395833333,94.29562044,Nick Anderson,18337,623433
STL,2023,23,3,6,5.254054677,1.475675851,22,11,2,0,0,2,61.2,46,6.71351431,3.648649081,0.729729816,0.434343434,0.227272727,0.338383838,94.28046745,Matthew Liberatore,22294,669461
NYM,2023,28,0,1,5.610390583,1.63636392,13,0,0,0,0,0,25.2,25,8.766235286,4.90909176,2.103896469,0.376623376,0.207792207,0.415584415,94.27687296,Stephen Nogosek,19545,668665
LAD,2023,24,1,1,9.000000277,1.903225865,8,4,0,1,0,0,31,22,6.387096971,3.774193664,2.322580717,0.455357142,0.232142857,0.3125,94.27272727,Gavin Stone,27792,694813
KCR,2023,25,3,9,5.690583057,1.560538143,17,8,1,0,0,0,74.1,85,10.29148,4.721973175,1.937219764,0.346341463,0.229268292,0.424390243,94.24496644,Alec Marsh,27451,679525
CIN,2023,29,7,3,3.098361431,1.180328164,67,0,0,3,5,23,61,72,10.62295348,5.7540998,0.737705103,0.231343283,0.156716417,0.611940298,94.23478261,Lucas Sims,13470,608371
MIL,2023,28,8,3,1.534090976,0.920454585,61,0,0,36,4,0,58.2,87,13.34659149,4.295454732,0.61363639,0.478260869,0.208695652,0.313043478,94.22432432,Devin Williams,15816,642207
DET,2023,24,2,3,5.09016485,1.35245926,33,2,0,0,0,1,40.2,44,9.737706669,3.319672728,0.885246061,0.517857142,0.196428571,0.285714285,94.21235521,Brendan White,26024,686839
ARI,2023,24,0,1,4.333333946,1.14814831,7,4,0,0,0,0,27,20,6.666667609,1.333333522,1.333333522,0.38095238,0.202380952,0.416666666,94.20081967,Slade Cecconi,27500,677944
- - -,2023,31,9,9,4.176470666,1.209150349,29,25,11,1,0,0,153,111,6.529411887,2.764705934,1.17647061,0.410480349,0.203056768,0.386462882,94.1967509,Michael Lorenzen,14843,547179
STL,2023,32,4,7,3.857142927,1.333333358,25,17,4,0,0,0,105,98,8.400000153,2.742857193,0.94285716,0.445859872,0.235668789,0.318471337,94.18833652,Steven Matz,13361,571927
OAK,2023,33,0,1,6.394738126,2.052631991,14,0,0,2,2,1,12.2,9,6.394738126,9.23684396,1.421052917,0.525,0.15,0.325,94.17687075,Jeurys Familia,5114,544727
SEA,2023,23,0,0,4.90909176,1.454545707,9,0,0,0,0,0,11,5,4.0909098,1.63636392,2.45454588,0.634146341,0.146341463,0.219512195,94.15957447,Juan Then,22828,672730
PHI,2023,31,1,0,5.108109425,1.500000387,27,0,0,0,0,2,24.2,25,9.121623973,4.378379507,1.459459836,0.328947368,0.22368421,0.447368421,94.14814815,Andrew Bellatti,10657,571479
MIA,2023,26,2,3,5.476415587,1.358490688,33,7,0,0,0,1,70.2,53,6.750000607,3.183962551,1.655660526,0.450892857,0.165178571,0.383928571,94.12283237,Bryan Hoeing,26304,663773
- - -,2023,31,1,0,3.214286371,1.07142879,12,0,0,0,0,0,14,15,9.642859113,3.857143645,2.571429097,0.333333333,0.25,0.416666666,94.12121212,Zack Weiss,15444,592848
OAK,2023,27,0,1,5.600000949,1.555555819,40,1,0,2,0,5,45,32,6.400001085,4.200000712,1.00000017,0.426573426,0.174825174,0.398601398,94.11197917,Sam Long,25379,669674
WSN,2023,30,0,0,5.120689992,1.758620805,16,0,0,0,0,0,19.1,9,4.189655448,6.051724536,0.931034544,0.367647058,0.19117647,0.44117647,94.09917355,Hobie Harris,18615,665048
- - -,2023,32,6,4,4.464567868,1.110236454,38,0,0,0,5,10,42.1,42,8.929135736,2.338583169,1.275590819,0.393162393,0.196581196,0.41025641,94.0959596,Chris Devenski,12763,606965
COL,2023,27,0,1,6.845071158,1.521126924,15,0,0,0,2,0,23.2,18,6.845071158,4.943662503,1.901408655,0.430555555,0.263888888,0.305555555,94.09090909,Tommy Doyle,21281,656382
LAA,2023,27,2,0,3.889831011,1.09322048,27,3,0,0,3,4,39.1,33,7.550848434,3.432203834,0.915254356,0.297297297,0.207207207,0.495495495,94.06640625,Andrew Wantz,24933,681806
- - -,2023,34,5,1,2.563291402,1.158227967,50,0,0,0,3,22,52.2,60,10.25316561,2.563291402,1.196202654,0.350364963,0.197080291,0.452554744,94.06516291,Matt Moore,1890,519043
LAD,2023,30,0,0,0,0.600000229,2,0,0,0,0,0,1.2,2,10.80000412,0,0,0.75,0,0.25,94.05882353,Tyler Cyr,18421,664202
PIT,2023,29,3,2,3.724138911,1.103448566,30,0,0,0,0,5,29,44,13.65517601,3.413794002,0.931034728,0.339285714,0.196428571,0.464285714,94.05629139,Angel Perdomo,17759,622780
PIT,2023,29,4,0,2.454546112,0.743801852,38,2,0,0,0,8,40.1,33,7.363638337,0.892562223,0.892562223,0.467889908,0.14678899,0.3853211,94.05607477,Ryan Borucki,16350,621366
KCR,2023,26,1,0,4.628571681,0.942857194,18,2,0,4,0,2,23.1,23,8.871429055,0.771428613,0.771428613,0.587301587,0.158730158,0.253968253,94.048,James McArthur,21527,663704
- - -,2023,29,3,6,6.404313146,1.576819525,29,25,2,0,0,0,123.2,109,7.932615147,2.91105143,2.110512287,0.354523227,0.254278728,0.391198044,94.04761905,Luke Weaver,16918,596133
HOU,2023,30,0,0,2.700000644,1.350000322,5,0,0,0,0,0,6.2,8,10.80000257,4.050000966,1.350000322,0.466666666,0.4,0.133333333,94.04615385,Matt Gage,17381,657424
TOR,2023,29,11,12,3.653778755,1.186291804,32,32,15,0,0,0,189.2,184,8.731107674,2.467486951,1.186291804,0.415730337,0.213483146,0.370786516,94.04068241,Jose Berrios,14168,621244
CHW,2023,28,2,3,5.256638055,1.6194693,35,1,0,1,0,3,37.2,41,9.796461831,4.778761869,2.389380934,0.342592592,0.203703703,0.453703703,94.02711864,Jimmy Lambert,19541,669424
LAD,2023,25,2,1,2.142857143,0.761904762,8,3,1,0,0,0,42,38,8.142857143,1.071428571,1.5,0.366972477,0.174311926,0.458715596,94.02114804,Ryan Pepiot,26221,686752
BOS,2023,27,5,5,5.148837529,1.325581478,22,10,3,1,1,3,71.2,72,9.041861027,1.632558241,1.632558241,0.441860465,0.190697674,0.36744186,94.01582278,Garrett Whitlock,20191,676477
CHW,2023,35,0,0,4.138687053,1.226277645,38,0,0,4,1,4,45.2,40,7.883213435,3.35036571,0.591241008,0.401574803,0.188976377,0.409448818,94,Bryan Shaw,8110,543766
- - -,2023,38,6,6,3.030612481,1.193877644,62,0,0,18,6,10,65.1,78,10.7448988,3.443877819,0.964285789,0.43125,0.15,0.41875,94,David Robertson,8241,502085
CHW,2023,26,0,1,5.785715074,2.142857435,3,0,0,0,0,0,4.2,6,11.57143015,1.928571691,1.928571691,0.125,0.625,0.25,94,Nicholas Padilla,21327,656820
CHC,2023,26,0,1,16.87500101,2.812500168,3,1,0,0,0,0,5.1,5,8.437500503,3.375000201,0,0.523809523,0.333333333,0.142857142,94,Caleb Kilian,26213,668873
TOR,2023,28,0,1,7.105265654,1.736842716,10,0,0,0,0,0,12.2,13,9.236845351,4.973685958,1.421053131,0.205128205,0.179487179,0.615384615,93.9893617,Mitch White,19225,669952
- - -,2023,29,1,2,2.010638563,1.148936322,27,1,0,0,1,2,31.1,26,7.468086091,1.723404483,1.436170402,0.397849462,0.193548387,0.40860215,93.97596154,Trent Thornton,17948,663423
CIN,2023,32,4,5,4.200000854,1.160000236,71,0,0,3,6,9,75,70,8.400001709,3.480000708,1.320000269,0.333333333,0.181372549,0.485294117,93.96,Buck Farmer,14814,571656
TBR,2023,28,0,0,11.25,2,3,0,0,0,0,0,4,5,11.25,4.5,0,0.461538461,0.153846153,0.384615384,93.95833333,Zack Burdi,19159,641420
ARI,2023,32,0,1,5.711540138,1.384615791,24,0,0,0,1,7,17.1,22,11.42308028,4.153847373,0.519230922,0.369565217,0.239130434,0.391304347,93.94594595,Austin Adams,13801,613534
BOS,2023,25,1,2,4.909091564,1.405594593,20,0,0,1,0,0,47.2,49,9.251749486,3.209790638,0.94405607,0.44680851,0.19858156,0.354609929,93.93548387,Chris Murphy,26214,669684
NYY,2023,28,0,0,4.050000772,1.450000277,17,0,0,0,0,2,20,22,9.900001888,3.600000687,1.350000257,0.509090909,0.163636363,0.327272727,93.92608696,Greg Weissert,20375,669711
COL,2023,28,0,1,4.695652563,1.173913141,2,2,0,0,0,0,7.2,4,4.695652563,2.347826282,3.521739422,0.541666666,0.166666666,0.291666666,93.92537313,Antonio Senzatela,15488,622608
BAL,2023,27,13,5,4.11776086,1.308880386,32,32,14,0,0,0,172.2,157,8.183398166,2.866795536,1.40733599,0.393410852,0.230620155,0.375968992,93.90668432,Dean Kremer,19350,665152
BOS,2023,34,6,5,4.295454652,1.129870158,20,20,6,0,0,0,102.2,125,10.95779248,2.542207855,1.314935098,0.373076923,0.192307692,0.434615384,93.90666667,Chris Sale,10603,519242
OAK,2023,26,0,2,4.745455121,1.41818199,22,1,0,0,0,0,55,47,7.690910024,3.109091286,1.309091068,0.382352941,0.264705882,0.352941176,93.89605735,Adrian Martinez,21023,661309
ATL,2023,29,8,1,2.549356307,1.133047247,14,14,7,0,0,0,77.2,80,9.27038657,2.085836978,0.811158825,0.576923076,0.16826923,0.254807692,93.89323843,Max Fried,13743,608331
MIA,2023,31,3,2,4.448864778,1.26136396,64,2,0,0,3,12,58.2,73,11.19886651,3.681819127,1.380682173,0.236111111,0.236111111,0.527777777,93.8857868,Steven Okert,13580,595345
NYY,2023,27,4,5,3.992958497,1.309859401,45,0,0,2,3,7,47.1,56,10.64788933,5.133803782,1.140845285,0.387387387,0.162162162,0.45045045,93.85466377,Ron Marinaccio,23488,676760
- - -,2023,27,3,6,4.100000304,1.177777865,28,14,4,0,0,0,90,74,7.400000549,1.200000089,1.300000096,0.425087108,0.195121951,0.37979094,93.85397412,Zack Littell,15823,641793
MIN,2023,30,0,1,4.673077523,1.211538617,12,1,0,0,0,0,17.1,17,8.82692421,2.596154179,1.038461672,0.425531914,0.191489361,0.382978723,93.85135135,Jose De Leon,15463,592254
- - -,2023,31,0,0,5.603775299,1.8679251,18,2,0,0,2,0,17.2,17,8.660380008,5.094341181,1.528302354,0.362068965,0.137931034,0.5,93.85,Tayler Scott,13652,605463
CIN,2023,29,0,0,1.588235472,0.88235304,5,1,0,0,0,1,5.2,7,11.11764831,3.176470945,0,0.666666666,0.166666666,0.166666666,93.83333333,Tejay Antone,16233,622088
CHC,2023,25,3,5,4.634328622,1.276119476,34,11,3,0,1,2,89.1,83,8.361940775,3.223880781,2.014925488,0.40234375,0.22265625,0.375,93.82402235,Hayden Wesneski,27581,669713
DET,2023,25,0,0,5.4,1.6,3,0,0,0,0,0,5,3,5.4,0,1.8,0.55,0.1,0.35,93.8125,Brenan Hanifee,22304,669724
SDP,2023,26,2,2,3.218543372,1.350993514,14,6,1,0,0,0,50.1,54,9.655630115,4.470199127,0.536423895,0.587786259,0.183206106,0.229007633,93.80962343,Pedro Avila,18864,658648
CHC,2023,31,8,10,4.840172946,1.276457925,30,29,9,1,0,0,154.1,140,8.164147137,2.390928804,1.574514091,0.379014989,0.190578158,0.430406852,93.80212955,Jameson Taillon,11674,592791
- - -,2023,38,13,6,3.772925827,1.120087355,27,27,14,0,0,0,152.2,174,10.25764209,2.652838472,1.650655049,0.331645569,0.182278481,0.486075949,93.79597198,Max Scherzer,3137,453286
COL,2023,32,3,2,5.120690497,1.293103661,39,1,0,0,1,6,38.2,27,6.284483792,2.094827931,1.629310613,0.491935483,0.18548387,0.322580645,93.79150579,Matt Koch,13420,571863
COL,2023,25,2,0,5.881189229,1.455445819,26,0,0,1,1,2,33.2,32,8.554457061,4.811882097,2.138614265,0.319587628,0.237113402,0.443298969,93.78371501,Gavin Hollowell,25427,668970
NYM,2023,25,1,4,3.642857226,1.333333364,9,7,3,0,0,0,42,38,8.142857328,4.92857154,0.642857157,0.422413793,0.181034482,0.396551724,93.78019324,Jose Butto,23313,676130
- - -,2023,27,5,5,4.945545348,1.455445778,61,0,0,1,1,4,67.1,76,10.15841747,5.212872124,1.069307102,0.279329608,0.234636871,0.486033519,93.77777778,Phil Bickford,18519,641360
TOR,2023,29,4,2,2.970000453,1.095000167,69,0,0,4,2,29,66.2,75,10.12500154,2.835000433,1.080000165,0.396341463,0.146341463,0.457317073,93.77656676,Erik Swanson,16587,657024
STL,2023,31,2,4,4.418182737,1.20000025,56,0,0,10,6,20,55,59,9.654547463,1.963636772,1.800000375,0.352564102,0.185897435,0.461538461,93.7765237,Giovanny Gallegos,14986,606149
SFG,2023,30,4,3,3.872093281,1.29069776,40,4,0,1,0,2,86,96,10.0465123,2.197674565,1.255814037,0.432098765,0.197530864,0.37037037,93.75718016,Jakob Junis,13619,596001
DET,2023,27,0,0,9.191490294,2.106383192,9,0,0,1,0,1,15.2,14,8.042554007,8.042554007,2.297872574,0.44,0.12,0.44,93.75438596,Garrett Hill,25097,682051
OAK,2023,28,1,1,10.0677984,2.084746133,9,1,0,0,0,0,19.2,13,5.9491536,5.4915264,2.288136,0.293333333,0.226666666,0.48,93.75268817,Adam Oller,20132,670124
CLE,2023,28,4,7,5.237458328,1.464882981,19,19,8,0,0,0,99.2,58,5.237458328,3.160535198,0.993311062,0.408163265,0.227405247,0.364431486,93.749658,Cal Quantrill,19312,615698
CHC,2023,28,2,2,4.709302743,1.360465237,19,0,0,1,0,3,28.2,26,8.162791422,5.965116808,0.627907032,0.41025641,0.166666666,0.423076923,93.74222222,Keegan Thompson,19795,624522
TEX,2023,27,0,0,10.1250006,1.875000112,6,0,0,0,0,1,10.2,11,9.281250553,5.062500302,5.062500302,0.44117647,0.147058823,0.411764705,93.73529412,Glenn Otto,21366,657248
